year,state,month,number,date,Random
2014,rondonia,Setembro,2.8,1/1/2014,89
2015,rondonia,Setembro,6.129,1/1/2015,13
2016,rondonia,Setembro,4.208,1/1/2016,60
2017,rondonia,Setembro,5.638,1/1/2017,44
1998,rondonia,Outubro,483,1/1/1998,81
1999,rondonia,Outubro,1.884,1/1/1999,46
2000,rondonia,Outubro,644,1/1/2000,55
2001,rondonia,Outubro,796,1/1/2001,28
2002,rondonia,Outubro,3.554,1/1/2002,16
2003,rondonia,Outubro,4.962,1/1/2003,58
2004,rondonia,Outubro,3.094,1/1/2004,63
2005,rondonia,Outubro,2.559,1/1/2005,45
2006,rondonia,Outubro,1.148,1/1/2006,33
2007,rondonia,Outubro,2.023,1/1/2007,84
2008,rondonia,Outubro,1.482,1/1/2008,65
2009,rondonia,Outubro,1.444,1/1/2009,100
2010,rondonia,Outubro,1.307,1/1/2010,84
2011,rondonia,Outubro,822,1/1/2011,100
2012,rondonia,Outubro,1.229,1/1/2012,80
2013,rondonia,Outubro,555,1/1/2013,98
2014,rondonia,Outubro,1.063,1/1/2014,97
2015,rondonia,Outubro,2.598,1/1/2015,30
2016,rondonia,Outubro,1.844,1/1/2016,4
2017,rondonia,Outubro,2.19,1/1/2017,77
1998,rondonia,Novembro,3,1/1/1998,48
1999,rondonia,Novembro,41,1/1/1999,28
2000,rondonia,Novembro,13,1/1/2000,68
2001,rondonia,Novembro,91,1/1/2001,8
2002,rondonia,Novembro,,1/1/2002,11
2003,rondonia,Novembro,526,1/1/2003,34
2004,rondonia,Novembro,452,1/1/2004,94
2005,rondonia,Novembro,465,1/1/2005,60
2006,rondonia,Novembro,253,1/1/2006,79
2007,rondonia,Novembro,53,1/1/2007,56
2008,rondonia,Novembro,78,1/1/2008,22
2009,rondonia,Novembro,128,1/1/2009,62
2010,rondonia,Novembro,238,1/1/2010,77
2011,rondonia,Novembro,245,1/1/2011,55
2012,rondonia,Novembro,174,1/1/2012,95
2013,rondonia,Novembro,108,1/1/2013,77
2014,rondonia,Novembro,,1/1/2014,5
2015,rondonia,Novembro,1.002,1/1/2015,10
2016,rondonia,Novembro,401,1/1/2016,56
2017,rondonia,Novembro,372,1/1/2017,52
1998,rondonia,Dezembro,33,1/1/1998,51
1999,rondonia,Dezembro,0,1/1/1999,98
2000,rondonia,Dezembro,7,1/1/2000,100
2001,rondonia,Dezembro,1,1/1/2001,68
2002,rondonia,Dezembro,91,1/1/2002,27
2003,rondonia,Dezembro,214,1/1/2003,68
2004,rondonia,Dezembro,208,1/1/2004,55
2005,rondonia,Dezembro,36,1/1/2005,85
2006,rondonia,Dezembro,4,1/1/2006,32
2007,rondonia,Dezembro,6,1/1/2007,63
2008,rondonia,Dezembro,2,1/1/2008,73
2009,rondonia,Dezembro,9,1/1/2009,43
2010,rondonia,Dezembro,158,1/1/2010,74
2011,rondonia,Dezembro,37,1/1/2011,53
2012,rondonia,Dezembro,50,1/1/2012,50
2013,rondonia,Dezembro,143,1/1/2013,43
2014,rondonia,Dezembro,,1/1/2014,5
2015,rondonia,Dezembro,282,1/1/2015,27
2016,rondonia,Dezembro,148,1/1/2016,96
1998,Roraima,Janeiro,0,1/1/1998,60
1999,Roraima,Janeiro,15,1/1/1999,27
2000,Roraima,Janeiro,18,1/1/2000,40
2001,Roraima,Janeiro,101,1/1/2001,66
2002,Roraima,Janeiro,302,1/1/2002,24
2003,Roraima,Janeiro,547,1/1/2003,62
2004,Roraima,Janeiro,355,1/1/2004,72
2005,Roraima,Janeiro,106,1/1/2005,88
2006,Roraima,Janeiro,70,1/1/2006,41
2007,Roraima,Janeiro,194,1/1/2007,59
2008,Roraima,Janeiro,245,1/1/2008,50
2009,Roraima,Janeiro,45,1/1/2009,47
2010,Roraima,Janeiro,351,1/1/2010,99
2011,Roraima,Janeiro,225,1/1/2011,24
2012,Roraima,Janeiro,217,1/1/2012,84
2013,Roraima,Janeiro,397,1/1/2013,28
2014,Roraima,Janeiro,355,1/1/2014,72
2015,Roraima,Janeiro,330,1/1/2015,59
2016,Roraima,Janeiro,1.754,1/1/2016,7
2017,Roraima,Janeiro,108,1/1/2017,0
1998,Roraima,Fevereiro,0,1/1/1998,22
1999,Roraima,Fevereiro,20,1/1/1999,89
2000,Roraima,Fevereiro,57,1/1/2000,2
2001,Roraima,Fevereiro,646,1/1/2001,38
2002,Roraima,Fevereiro,476,1/1/2002,77
2003,Roraima,Fevereiro,767,1/1/2003,24
2004,Roraima,Fevereiro,259,1/1/2004,95
2005,Roraima,Fevereiro,105,1/1/2005,38
2006,Roraima,Fevereiro,283,1/1/2006,85
2007,Roraima,Fevereiro,796,1/1/2007,27
2008,Roraima,Fevereiro,138,1/1/2008,51
2009,Roraima,Fevereiro,153,1/1/2009,85
2010,Roraima,Fevereiro,,1/1/2010,11
2011,Roraima,Fevereiro,112,1/1/2011,24
2012,Roraima,Fevereiro,130,1/1/2012,79
2013,Roraima,Fevereiro,62,1/1/2013,41
2014,Roraima,Fevereiro,226,1/1/2014,55
2015,Roraima,Fevereiro,418,1/1/2015,59
2016,Roraima,Fevereiro,171,1/1/2016,45
2017,Roraima,Fevereiro,129,1/1/2017,30
1998,Roraima,Março,0,1/1/1998,57
1999,Roraima,Março,98,1/1/1999,76
2000,Roraima,Março,125,1/1/2000,45
2001,Roraima,Março,1.108,1/1/2001,76
2002,Roraima,Março,820,1/1/2002,70
2003,Roraima,Março,1.131,1/1/2003,87
2004,Roraima,Março,276,1/1/2004,76
2005,Roraima,Março,244,1/1/2005,89
2006,Roraima,Março,385,1/1/2006,65
2007,Roraima,Março,665,1/1/2007,28
2008,Roraima,Março,422,1/1/2008,22
2009,Roraima,Março,176,1/1/2009,38
2010,Roraima,Março,417,1/1/2010,14
2011,Roraima,Março,91,1/1/2011,100
2012,Roraima,Março,99,1/1/2012,78
2013,Roraima,Março,179,1/1/2013,52
2014,Roraima,Março,494,1/1/2014,77
2015,Roraima,Março,163,1/1/2015,58
2016,Roraima,Março,1.081,1/1/2016,45
2017,Roraima,Março,216,1/1/2017,38
1998,Roraima,Abril,0,1/1/1998,22
1999,Roraima,Abril,16,1/1/1999,51
2000,Roraima,Abril,0,1/1/2000,8
2001,Roraima,Abril,380,1/1/2001,87
2002,Roraima,Abril,,1/1/2002,5
2003,Roraima,Abril,268,1/1/2003,22
2004,Roraima,Abril,182,1/1/2004,8
2005,Roraima,Abril,22,1/1/2005,13
2006,Roraima,Abril,201,1/1/2006,28
2007,Roraima,Abril,58,1/1/2007,82
2008,Roraima,Abril,175,1/1/2008,9
2009,Roraima,Abril,115,1/1/2009,71
2010,Roraima,Abril,15,1/1/2010,34
2011,Roraima,Abril,108,1/1/2011,71
2012,Roraima,Abril,25,1/1/2012,26
2013,Roraima,Abril,87,1/1/2013,68
2014,Roraima,Abril,162,1/1/2014,38
2015,Roraima,Abril,278,1/1/2015,92
2016,Roraima,Abril,126,1/1/2016,89
2017,Roraima,Abril,51,1/1/2017,81
1998,Roraima,Maio,0,1/1/1998,34
1999,Roraima,Maio,0,1/1/1999,69
2000,Roraima,Maio,7,1/1/2000,36
2001,Roraima,Maio,9,1/1/2001,79
2002,Roraima,Maio,0,1/1/2002,42
2003,Roraima,Maio,0,1/1/2003,22
2004,Roraima,Maio,2,1/1/2004,57
2005,Roraima,Maio,1,1/1/2005,30
2006,Roraima,Maio,0,1/1/2006,47
2007,Roraima,Maio,0,1/1/2007,41
2008,Roraima,Maio,8,1/1/2008,34
2009,Roraima,Maio,219,1/1/2009,99
2010,Roraima,Maio,3,1/1/2010,79
2011,Roraima,Maio,4,1/1/2011,77
2012,Roraima,Maio,18,1/1/2012,6
2013,Roraima,Maio,4,1/1/2013,98
2014,Roraima,Maio,58,1/1/2014,10
2015,Roraima,Maio,12,1/1/2015,95
2016,Roraima,Maio,22,1/1/2016,37
2017,Roraima,Maio,29,1/1/2017,94
1998,Roraima,Junho,,1/1/1998,5
1999,Roraima,Junho,3,1/1/1999,37
2000,Roraima,Junho,0,1/1/2000,10
2001,Roraima,Junho,1,1/1/2001,56
2002,Roraima,Junho,0,1/1/2002,99
2003,Roraima,Junho,0,1/1/2003,64
2004,Roraima,Junho,6,1/1/2004,15
2005,Roraima,Junho,5,1/1/2005,20
2006,Roraima,Junho,0,1/1/2006,50
2007,Roraima,Junho,1,1/1/2007,0
2008,Roraima,Junho,0,1/1/2008,15
2009,Roraima,Junho,16,1/1/2009,70
2010,Roraima,Junho,0,1/1/2010,99
2011,Roraima,Junho,6,1/1/2011,95
2012,Roraima,Junho,22,1/1/2012,20
2013,Roraima,Junho,6,1/1/2013,89
2014,Roraima,Junho,4,1/1/2014,27
2015,Roraima,Junho,3,1/1/2015,93
2016,Roraima,Junho,7,1/1/2016,24
2017,Roraima,Junho,4,1/1/2017,76
1998,Roraima,Julho,1,1/1/1998,45
1999,Roraima,Julho,4,1/1/1999,91
2000,Roraima,Julho,0,1/1/2000,28
2001,Roraima,Julho,1,1/1/2001,66
2002,Roraima,Julho,7,1/1/2002,18
2003,Roraima,Julho,0,1/1/2003,65
2004,Roraima,Julho,2,1/1/2004,82
2005,Roraima,Julho,2,1/1/2005,21
2006,Roraima,Julho,0,1/1/2006,85
2007,Roraima,Julho,3,1/1/2007,48
2008,Roraima,Julho,0,1/1/2008,14
2009,Roraima,Julho,18,1/1/2009,32
2010,Roraima,Julho,1,1/1/2010,19
2011,Roraima,Julho,9,1/1/2011,3
2012,Roraima,Julho,2,1/1/2012,66
2013,Roraima,Julho,4,1/1/2013,50
2014,Roraima,Julho,9,1/1/2014,54
2015,Roraima,Julho,5,1/1/2015,1
2016,Roraima,Julho,0,1/1/2016,16
2017,Roraima,Julho,3,1/1/2017,76
1998,Roraima,Agosto,0,1/1/1998,0
1999,Roraima,Agosto,1,1/1/1999,83
2000,Roraima,Agosto,9,1/1/2000,80
2001,Roraima,Agosto,4,1/1/2001,63
2002,Roraima,Agosto,7,1/1/2002,30
2003,Roraima,Agosto,2,1/1/2003,20
2004,Roraima,Agosto,18,1/1/2004,18
2005,Roraima,Agosto,9,1/1/2005,48
2006,Roraima,Agosto,4,1/1/2006,45
2007,Roraima,Agosto,2,1/1/2007,18
2008,Roraima,Agosto,,1/1/2008,11
2009,Roraima,Agosto,29,1/1/2009,40
2010,Roraima,Agosto,3,1/1/2010,53
2011,Roraima,Agosto,39,1/1/2011,50
2012,Roraima,Agosto,4,1/1/2012,70
2013,Roraima,Agosto,3,1/1/2013,48
2014,Roraima,Agosto,12,1/1/2014,15
2015,Roraima,Agosto,11,1/1/2015,47
2016,Roraima,Agosto,11,1/1/2016,94
2017,Roraima,Agosto,35,1/1/2017,68
1998,Roraima,Setembro,2,1/1/1998,89
1999,Roraima,Setembro,3,1/1/1999,33
2000,Roraima,Setembro,12,1/1/2000,37
2001,Roraima,Setembro,1,1/1/2001,61
2002,Roraima,Setembro,48,1/1/2002,72
2003,Roraima,Setembro,6,1/1/2003,20
2004,Roraima,Setembro,9,1/1/2004,38
2005,Roraima,Setembro,72,1/1/2005,86
2006,Roraima,Setembro,40,1/1/2006,16
2007,Roraima,Setembro,9,1/1/2007,4
2008,Roraima,Setembro,17,1/1/2008,38
2009,Roraima,Setembro,117,1/1/2009,24
2010,Roraima,Setembro,18,1/1/2010,80
2011,Roraima,Setembro,53,1/1/2011,93
2012,Roraima,Setembro,67,1/1/2012,48
2013,Roraima,Setembro,18,1/1/2013,22
2014,Roraima,Setembro,67,1/1/2014,32
2015,Roraima,Setembro,77,1/1/2015,36
2016,Roraima,Setembro,19,1/1/2016,24
2017,Roraima,Setembro,43,1/1/2017,28
1998,Roraima,Outubro,1,1/1/1998,86
1999,Roraima,Outubro,10,1/1/1999,24
2000,Roraima,Outubro,25,1/1/2000,50
2001,Roraima,Outubro,13,1/1/2001,77
2002,Roraima,Outubro,191,1/1/2002,91
2003,Roraima,Outubro,14,1/1/2003,34
2004,Roraima,Outubro,53,1/1/2004,86
2005,Roraima,Outubro,88,1/1/2005,32
2006,Roraima,Outubro,135,1/1/2006,52
2007,Roraima,Outubro,15,1/1/2007,65
2008,Roraima,Outubro,78,1/1/2008,71
2009,Roraima,Outubro,197,1/1/2009,34
2010,Roraima,Outubro,64,1/1/2010,61
2011,Roraima,Outubro,65,1/1/2011,85
2012,Roraima,Outubro,152,1/1/2012,40
2013,Roraima,Outubro,63,1/1/2013,23
2014,Roraima,Outubro,61,1/1/2014,57
2015,Roraima,Outubro,181,1/1/2015,12
2016,Roraima,Outubro,101,1/1/2016,96
2017,Roraima,Outubro,156,1/1/2017,56
1998,Roraima,Novembro,1,1/1/1998,63
1999,Roraima,Novembro,15,1/1/1999,0
2000,Roraima,Novembro,32,1/1/2000,39
2001,Roraima,Novembro,76,1/1/2001,68
2002,Roraima,Novembro,133,1/1/2002,23
2003,Roraima,Novembro,27,1/1/2003,75
2004,Roraima,Novembro,135,1/1/2004,63
2005,Roraima,Novembro,135,1/1/2005,12
2006,Roraima,Novembro,26,1/1/2006,75
2007,Roraima,Novembro,112,1/1/2007,6
2008,Roraima,Novembro,39,1/1/2008,29
2009,Roraima,Novembro,312,1/1/2009,87
2010,Roraima,Novembro,27,1/1/2010,94
2011,Roraima,Novembro,,1/1/2011,11
2012,Roraima,Novembro,187,1/1/2012,43
2013,Roraima,Novembro,106,1/1/2013,75
2014,Roraima,Novembro,143,1/1/2014,64
2015,Roraima,Novembro,280,1/1/2015,88
2016,Roraima,Novembro,71,1/1/2016,86
2017,Roraima,Novembro,327,1/1/2017,53
1998,Roraima,Dezembro,16,1/1/1998,71
1999,Roraima,Dezembro,35,1/1/1999,93
2000,Roraima,Dezembro,77,1/1/2000,9
2001,Roraima,Dezembro,76,1/1/2001,54
2002,Roraima,Dezembro,199,1/1/2002,72
2003,Roraima,Dezembro,157,1/1/2003,41
2004,Roraima,Dezembro,160,1/1/2004,90
2005,Roraima,Dezembro,71,1/1/2005,75
2006,Roraima,Dezembro,101,1/1/2006,10
2007,Roraima,Dezembro,8,1/1/2007,92
2008,Roraima,Dezembro,5,1/1/2008,61
2009,Roraima,Dezembro,290,1/1/2009,37
2010,Roraima,Dezembro,73,1/1/2010,26
2011,Roraima,Dezembro,249,1/1/2011,27
2012,Roraima,Dezembro,78,1/1/2012,73
2013,Roraima,Dezembro,65,1/1/2013,18
2014,Roraima,Dezembro,277,1/1/2014,55
2015,Roraima,Dezembro,304,1/1/2015,41
2016,Roraima,Dezembro,136,1/1/2016,79
1998,Santa Catarina,Janeiro,0,1/1/1998,67
1999,Santa Catarina,Janeiro,11,1/1/1999,22
2000,Santa Catarina,Janeiro,14,1/1/2000,38
2001,Santa Catarina,Janeiro,11,1/1/2001,53
2002,Santa Catarina,Janeiro,22,1/1/2002,7
2003,Santa Catarina,Janeiro,45,1/1/2003,41
2004,Santa Catarina,Janeiro,37,1/1/2004,69
2005,Santa Catarina,Janeiro,46,1/1/2005,66
2006,Santa Catarina,Janeiro,41,1/1/2006,13
2007,Santa Catarina,Janeiro,9,1/1/2007,61
2008,Santa Catarina,Janeiro,25,1/1/2008,65
2009,Santa Catarina,Janeiro,21,1/1/2009,54
2010,Santa Catarina,Janeiro,2,1/1/2010,36
2011,Santa Catarina,Janeiro,9,1/1/2011,46
2012,Santa Catarina,Janeiro,14,1/1/2012,12
2013,Santa Catarina,Janeiro,18,1/1/2013,65
2014,Santa Catarina,Janeiro,58,1/1/2014,48
2015,Santa Catarina,Janeiro,28,1/1/2015,89
2016,Santa Catarina,Janeiro,53,1/1/2016,4
2017,Santa Catarina,Janeiro,46,1/1/2017,51
1998,Santa Catarina,Fevereiro,0,1/1/1998,36
1999,Santa Catarina,Fevereiro,2,1/1/1999,57
2000,Santa Catarina,Fevereiro,8,1/1/2000,60
2001,Santa Catarina,Fevereiro,0,1/1/2001,53
2002,Santa Catarina,Fevereiro,5,1/1/2002,85
2003,Santa Catarina,Fevereiro,43,1/1/2003,17
2004,Santa Catarina,Fevereiro,29,1/1/2004,37
2005,Santa Catarina,Fevereiro,46,1/1/2005,81
2006,Santa Catarina,Fevereiro,18,1/1/2006,14
2007,Santa Catarina,Fevereiro,14,1/1/2007,83
2008,Santa Catarina,Fevereiro,29,1/1/2008,92
2009,Santa Catarina,Fevereiro,7,1/1/2009,29
2010,Santa Catarina,Fevereiro,15,1/1/2010,93
2011,Santa Catarina,Fevereiro,1,1/1/2011,6
2012,Santa Catarina,Fevereiro,13,1/1/2012,20
2013,Santa Catarina,Fevereiro,12,1/1/2013,9
2014,Santa Catarina,Fevereiro,27,1/1/2014,67
2015,Santa Catarina,Fevereiro,23,1/1/2015,92
2016,Santa Catarina,Fevereiro,10,1/1/2016,27
2017,Santa Catarina,Fevereiro,31,1/1/2017,65
1998,Santa Catarina,Março,0,1/1/1998,4
1999,Santa Catarina,Março,7,1/1/1999,16
2000,Santa Catarina,Março,46,1/1/2000,77
2001,Santa Catarina,Março,1,1/1/2001,82
2002,Santa Catarina,Março,12,1/1/2002,61
2003,Santa Catarina,Março,58,1/1/2003,55
2004,Santa Catarina,Março,73,1/1/2004,67
2005,Santa Catarina,Março,92,1/1/2005,76
2006,Santa Catarina,Março,48,1/1/2006,63
2007,Santa Catarina,Março,23,1/1/2007,4
2008,Santa Catarina,Março,14,1/1/2008,19
2009,Santa Catarina,Março,33,1/1/2009,82
2010,Santa Catarina,Março,9,1/1/2010,86
2011,Santa Catarina,Março,8,1/1/2011,4
2012,Santa Catarina,Março,65,1/1/2012,3
2013,Santa Catarina,Março,14,1/1/2013,92
2014,Santa Catarina,Março,15,1/1/2014,16
2015,Santa Catarina,Março,37,1/1/2015,37
2016,Santa Catarina,Março,21,1/1/2016,9
2017,Santa Catarina,Março,12,1/1/2017,93
1998,Santa Catarina,Abril,0,1/1/1998,61
1999,Santa Catarina,Abril,0,1/1/1999,20
2000,Santa Catarina,Abril,7,1/1/2000,29
2001,Santa Catarina,Abril,1,1/1/2001,7
2002,Santa Catarina,Abril,7,1/1/2002,19
2003,Santa Catarina,Abril,120,1/1/2003,12
2004,Santa Catarina,Abril,59,1/1/2004,26
2005,Santa Catarina,Abril,25,1/1/2005,71
2006,Santa Catarina,Abril,30,1/1/2006,33
2007,Santa Catarina,Abril,2,1/1/2007,22
2008,Santa Catarina,Abril,31,1/1/2008,71
2009,Santa Catarina,Abril,57,1/1/2009,87
2010,Santa Catarina,Abril,19,1/1/2010,93
2011,Santa Catarina,Abril,5,1/1/2011,85
2012,Santa Catarina,Abril,40,1/1/2012,0
2013,Santa Catarina,Abril,46,1/1/2013,56
2014,Santa Catarina,Abril,34,1/1/2014,47
2015,Santa Catarina,Abril,32,1/1/2015,6
2016,Santa Catarina,Abril,36,1/1/2016,59
2017,Santa Catarina,Abril,26,1/1/2017,96
1998,Santa Catarina,Maio,0,1/1/1998,64
1999,Santa Catarina,Maio,1,1/1/1999,28
2000,Santa Catarina,Maio,0,1/1/2000,51
2001,Santa Catarina,Maio,2,1/1/2001,6
2002,Santa Catarina,Maio,3,1/1/2002,100
2003,Santa Catarina,Maio,84,1/1/2003,68
2004,Santa Catarina,Maio,2,1/1/2004,64
2005,Santa Catarina,Maio,21,1/1/2005,92
2006,Santa Catarina,Maio,33,1/1/2006,37
2007,Santa Catarina,Maio,2,1/1/2007,22
2008,Santa Catarina,Maio,15,1/1/2008,68
2009,Santa Catarina,Maio,33,1/1/2009,78
2010,Santa Catarina,Maio,1,1/1/2010,62
2011,Santa Catarina,Maio,16,1/1/2011,45
2012,Santa Catarina,Maio,60,1/1/2012,71
2013,Santa Catarina,Maio,52,1/1/2013,74
2014,Santa Catarina,Maio,42,1/1/2014,6
2015,Santa Catarina,Maio,70,1/1/2015,88
2016,Santa Catarina,Maio,26,1/1/2016,48
2017,Santa Catarina,Maio,36,1/1/2017,76
1998,Santa Catarina,Junho,2,1/1/1998,53
1999,Santa Catarina,Junho,0,1/1/1999,77
2000,Santa Catarina,Junho,2,1/1/2000,53
2001,Santa Catarina,Junho,1,1/1/2001,42
2002,Santa Catarina,Junho,0,1/1/2002,26
2003,Santa Catarina,Junho,68,1/1/2003,62
2004,Santa Catarina,Junho,127,1/1/2004,42
2005,Santa Catarina,Junho,58,1/1/2005,92
2006,Santa Catarina,Junho,32,1/1/2006,100
2007,Santa Catarina,Junho,11,1/1/2007,73
2008,Santa Catarina,Junho,2,1/1/2008,77
2009,Santa Catarina,Junho,14,1/1/2009,40
2010,Santa Catarina,Junho,1,1/1/2010,88
2011,Santa Catarina,Junho,26,1/1/2011,41
2012,Santa Catarina,Junho,42,1/1/2012,16
2013,Santa Catarina,Junho,31,1/1/2013,71
2014,Santa Catarina,Junho,3,1/1/2014,60
2015,Santa Catarina,Junho,104,1/1/2015,75
2016,Santa Catarina,Junho,79,1/1/2016,33
2017,Santa Catarina,Junho,70,1/1/2017,49
1998,Santa Catarina,Julho,0,1/1/1998,26
1999,Santa Catarina,Julho,2,1/1/1999,6
2000,Santa Catarina,Julho,21,1/1/2000,49
2001,Santa Catarina,Julho,5,1/1/2001,26
2002,Santa Catarina,Julho,82,1/1/2002,33
2003,Santa Catarina,Julho,43,1/1/2003,18
2004,Santa Catarina,Julho,94,1/1/2004,22
2005,Santa Catarina,Julho,90,1/1/2005,64
2006,Santa Catarina,Julho,74,1/1/2006,20
2007,Santa Catarina,Julho,12,1/1/2007,10
2008,Santa Catarina,Julho,46,1/1/2008,43
2009,Santa Catarina,Julho,26,1/1/2009,10
2010,Santa Catarina,Julho,31,1/1/2010,27
2011,Santa Catarina,Julho,31,1/1/2011,79
2012,Santa Catarina,Julho,42,1/1/2012,71
2013,Santa Catarina,Julho,69,1/1/2013,60
2014,Santa Catarina,Julho,82,1/1/2014,91
2015,Santa Catarina,Julho,45,1/1/2015,90
2016,Santa Catarina,Julho,480,1/1/2016,98
2017,Santa Catarina,Julho,591,1/1/2017,86
1998,Santa Catarina,Agosto,0,1/1/1998,97
1999,Santa Catarina,Agosto,51,1/1/1999,49
2000,Santa Catarina,Agosto,69,1/1/2000,88
2001,Santa Catarina,Agosto,24,1/1/2001,65
2002,Santa Catarina,Agosto,702,1/1/2002,66
2003,Santa Catarina,Agosto,1.513,1/1/2003,89
2004,Santa Catarina,Agosto,728,1/1/2004,45
2005,Santa Catarina,Agosto,391,1/1/2005,66
2006,Santa Catarina,Agosto,728,1/1/2006,88
2007,Santa Catarina,Agosto,462,1/1/2007,21
2008,Santa Catarina,Agosto,,1/1/2008,11
2009,Santa Catarina,Agosto,759,1/1/2009,35
2010,Santa Catarina,Agosto,511,1/1/2010,43
2011,Santa Catarina,Agosto,175,1/1/2011,74
2012,Santa Catarina,Agosto,398,1/1/2012,23
2013,Santa Catarina,Agosto,236,1/1/2013,17
2014,Santa Catarina,Agosto,459,1/1/2014,36
2015,Santa Catarina,Agosto,379,1/1/2015,77
2016,Santa Catarina,Agosto,,1/1/2016,11
2017,Santa Catarina,Agosto,713,1/1/2017,25
1998,Santa Catarina,Setembro,6,1/1/1998,60
1999,Santa Catarina,Setembro,101,1/1/1999,46
2000,Santa Catarina,Setembro,36,1/1/2000,60
2001,Santa Catarina,Setembro,18,1/1/2001,46
2002,Santa Catarina,Setembro,416,1/1/2002,71
2003,Santa Catarina,Setembro,1.339,1/1/2003,62
2004,Santa Catarina,Setembro,755,1/1/2004,33
2005,Santa Catarina,Setembro,116,1/1/2005,17
2006,Santa Catarina,Setembro,530,1/1/2006,8
2007,Santa Catarina,Setembro,617,1/1/2007,20
2008,Santa Catarina,Setembro,233,1/1/2008,19
2009,Santa Catarina,Setembro,47,1/1/2009,50
2010,Santa Catarina,Setembro,198,1/1/2010,9
2011,Santa Catarina,Setembro,450,1/1/2011,25
2012,Santa Catarina,Setembro,188,1/1/2012,1
2013,Santa Catarina,Setembro,303,1/1/2013,88
2014,Santa Catarina,Setembro,208,1/1/2014,29
2015,Santa Catarina,Setembro,156,1/1/2015,9
2016,Santa Catarina,Setembro,644,1/1/2016,92
2017,Santa Catarina,Setembro,626,1/1/2017,74
1998,Santa Catarina,Outubro,4,1/1/1998,28
1999,Santa Catarina,Outubro,16,1/1/1999,60
2000,Santa Catarina,Outubro,55,1/1/2000,30
2001,Santa Catarina,Outubro,26,1/1/2001,68
2002,Santa Catarina,Outubro,42,1/1/2002,25
2003,Santa Catarina,Outubro,669,1/1/2003,10
2004,Santa Catarina,Outubro,704,1/1/2004,14
2005,Santa Catarina,Outubro,197,1/1/2005,94
2006,Santa Catarina,Outubro,269,1/1/2006,86
2007,Santa Catarina,Outubro,35,1/1/2007,4
2008,Santa Catarina,Outubro,56,1/1/2008,91
2009,Santa Catarina,Outubro,252,1/1/2009,27
2010,Santa Catarina,Outubro,76,1/1/2010,36
2011,Santa Catarina,Outubro,102,1/1/2011,88
2012,Santa Catarina,Outubro,34,1/1/2012,80
2013,Santa Catarina,Outubro,,1/1/2013,5
2014,Santa Catarina,Outubro,122,1/1/2014,71
2015,Santa Catarina,Outubro,21,1/1/2015,78
2016,Santa Catarina,Outubro,56,1/1/2016,37
2017,Santa Catarina,Outubro,51,1/1/2017,28
1998,Santa Catarina,Novembro,21,1/1/1998,0
1999,Santa Catarina,Novembro,84,1/1/1999,19
2000,Santa Catarina,Novembro,19,1/1/2000,16
2001,Santa Catarina,Novembro,66,1/1/2001,21
2002,Santa Catarina,Novembro,348,1/1/2002,25
2003,Santa Catarina,Novembro,347,1/1/2003,29
2004,Santa Catarina,Novembro,279,1/1/2004,8
2005,Santa Catarina,Novembro,384,1/1/2005,7
2006,Santa Catarina,Novembro,45,1/1/2006,53
2007,Santa Catarina,Novembro,26,1/1/2007,98
2008,Santa Catarina,Novembro,16,1/1/2008,87
2009,Santa Catarina,Novembro,61,1/1/2009,96
2010,Santa Catarina,Novembro,88,1/1/2010,90
2011,Santa Catarina,Novembro,79,1/1/2011,53
2012,Santa Catarina,Novembro,72,1/1/2012,25
2013,Santa Catarina,Novembro,84,1/1/2013,100
2014,Santa Catarina,Novembro,43,1/1/2014,40
2015,Santa Catarina,Novembro,9,1/1/2015,3
2016,Santa Catarina,Novembro,156,1/1/2016,76
2017,Santa Catarina,Novembro,152,1/1/2017,14
1998,Santa Catarina,Dezembro,26,1/1/1998,4
1999,Santa Catarina,Dezembro,89,1/1/1999,45
2000,Santa Catarina,Dezembro,29,1/1/2000,96
2001,Santa Catarina,Dezembro,45,1/1/2001,42
2002,Santa Catarina,Dezembro,76,1/1/2002,60
2003,Santa Catarina,Dezembro,129,1/1/2003,61
2004,Santa Catarina,Dezembro,68,1/1/2004,22
2005,Santa Catarina,Dezembro,17,1/1/2005,90
2006,Santa Catarina,Dezembro,7,1/1/2006,20
2007,Santa Catarina,Dezembro,17,1/1/2007,97
2008,Santa Catarina,Dezembro,29,1/1/2008,65
2009,Santa Catarina,Dezembro,20,1/1/2009,83
2010,Santa Catarina,Dezembro,23,1/1/2010,85
2011,Santa Catarina,Dezembro,24,1/1/2011,53
2012,Santa Catarina,Dezembro,32,1/1/2012,17
2013,Santa Catarina,Dezembro,,1/1/2013,5
2014,Santa Catarina,Dezembro,45,1/1/2014,69
2015,Santa Catarina,Dezembro,19,1/1/2015,68
2016,Santa Catarina,Dezembro,20,1/1/2016,83
1998,Sao Paulo,Janeiro,0,1/1/1998,33
1999,Sao Paulo,Janeiro,7,1/1/1999,40
2000,Sao Paulo,Janeiro,36,1/1/2000,99
2001,Sao Paulo,Janeiro,26,1/1/2001,6
2002,Sao Paulo,Janeiro,19,1/1/2002,44
2003,Sao Paulo,Janeiro,59,1/1/2003,6
2004,Sao Paulo,Janeiro,37,1/1/2004,17
2005,Sao Paulo,Janeiro,26,1/1/2005,10
2006,Sao Paulo,Janeiro,76,1/1/2006,51
2007,Sao Paulo,Janeiro,14,1/1/2007,48
2008,Sao Paulo,Janeiro,34,1/1/2008,57
